loan_id,origination_date,borrower_id,loan_amount,interest_rate,loan_term_months,credit_score,debt_to_income_ratio,loan_purpose,loan_status,annual_income,state
880,2021-07-17,208,63299.74,12.85,84,678.0,0.3752,Home Improvement,Paid Off,447271.87,NY
881,2023-06-23,492,30208.28,4.89,84,787.0,0.4015,Home Improvement,Paid Off,36044.23,DE
882,2020-05-24,1628,27800.6,5.2,120,843.0,0.4274,Auto,Paid Off,34338.87,NJ
883,2022-02-27,786,11580.07,9.3,36,716.0,0.3496,Auto,Current,367001.97,Florida
884,2020-11-10,2419,30798.36,9.16,60,662.0,0.1471,Home Improvement,Current,24085.55,NY
885,2023-07-24,2452,42143.32,16.38,36,638.0,0.0962,Education,Current,37247.96,PA
886,2024-06-29,793,27825.69,16.65,60,641.0,0.1123,Auto,Current,355949.69,FL
887,2023-06-27,832,33700.43,17.28,120,595.0,0.4442,Auto,Paid Off,51946.91,NC
888,2022-05-11,163,18649.26,19.6,120,635.0,0.5058,Auto,Paid Off,55298.36,TX
889,2024-05-05,1345,25288.86,19.4,120,592.0,0.2318,Home Improvement,Current,38996.7,OH
890,2024-01-02,527,33201.4,9.06,36,704.0,0.2232,Education,Current,87235.75,NC
891,2021-09-26,931,57598.37,7.16,60,801.0,0.3171,Home Improvement,Paid Off,109513.49,NJ
892,2022-09-25,257,15013.29,13.07,36,658.0,0.4462,Home Improvement,Current,38392.27,IL
893,2021-11-09,507,41995.52,15.14,84,638.0,0.1263,Home Improvement,Current,253824.56,NY
894,2020-02-06,2008,39398.49,18.69,36,567.0,0.3652,Personal,Paid Off,588935.18,NY
895,2021-05-08,2145,43578.29,12.28,60,682.0,0.1695,Auto,Paid Off,48272.57,CT
896,2022-09-30,2251,22188.11,5.43,60,767.0,0.2639,Home Improvement,Current,36749.04,PA
897,2019-05-22,2187,42889.0,13.32,84,693.0,0.2516,Auto,Current,358486.18,NC
898,2022-10-13,1592,40586.36,13.19,60,655.0,0.1965,Education,Default,27857.68,TX
899,2018-10-01,1939,30686.51,13.38,60,689.0,0.5408,Home Improvement,Current,155614.65,CA
900,2017-10-30,1721,12884.68,11.77,60,657.0,0.1754,Personal,Current,603273.74,OH
901,2016-11-03,21,39250.21,7.12,84,848.0,0.1919,Auto,Current,221046.76,NJ
902,2019-09-12,1823,99083.25,9.5,60,663.0,0.2284,Education,Current,31214.39,PA
903,2017-08-28,440,46330.34,12.11,36,670.0,0.4131,Auto,Paid Off,29590.77,CA
904,2021-06-22,2160,24504.63,7.07,60,837.0,0.2531,Home Improvement,Current,46922.16,NY
905,2021-05-10,382,74615.73,14.83,60,626.0,0.2222,Home Improvement,Default,35278.06,TX
906,2019-06-25,1388,14572.73,11.23,84,678.0,0.2988,Personal,Current,183194.25,NY
907,2016-01-15,1698,37926.25,13.09,84,506.0,0.4891,Business,Delinquent,30530.45,PA
908,2024-05-15,539,21013.1,20.39,84,520.0,0.0814,Auto,Delinquent,32831.25,OH
909,2020-05-10,932,24286.07,15.89,36,624.0,0.4652,Auto,Delinquent,516299.03,GA
910,2019-09-16,1056,47705.35,5.19,60,805.0,0.5029,Home Improvement,Current,39384.25,DE
911,2023-08-20,84,293553.88,20.63,120,613.0,0.1362,Business,Default,624477.32,DE
912,2018-07-12,1492,51520.87,6.4,84,820.0,0.4424,Home Improvement,Paid Off,46899.97,GA
913,2023-06-01,1235,90727.44,4.89,36,823.0,0.2039,Education,Current,513049.02,NY
914,2020-02-07,2226,465312.01,14.5,120,598.0,0.2919,Business,Paid Off,355285.26,NY
915,2021-04-24,884,12389.63,10.11,84,695.0,0.291,Personal,Paid Off,26109.47,MA
916,2020-05-13,1261,36662.74,19.56,84,627.0,0.3807,Auto,Paid Off,52991.78,NC
917,2023-04-27,1512,48529.3,5.79,60,751.0,0.149,Auto,Paid Off,42708.51,VA
918,2024-03-27,1798,26192.86,6.73,120,796.0,0.4496,Home Improvement,Current,46028.04,DE
919,2017-04-11,887,7689.15,9.6,84,685.0,0.085,Education,Current,315016.42,TX
920,2017-10-12,271,27981.62,19.67,60,637.0,0.5343,Personal,Current,278793.98,NY
921,2023-09-27,2016,44049.49,18.04,60,633.0,0.2067,Home Improvement,Current,64760.72,PA
922,2019-04-24,1252,62318.38,12.93,60,689.0,0.1089,Education,Current,503725.42,OH
923,2023-08-03,2082,65866.16,17.91,36,644.0,0.4649,Education,Current,381256.95,NY
924,2019-08-01,2286,215743.17,20.03,120,614.0,0.2403,Business,Current,615261.89,MD
925,2018-03-18,1643,19804.69,9.01,120,722.0,0.409,Auto,Current,359554.73,NY
926,2019-11-15,1352,425396.17,5.21,36,834.0,0.3725,Business,Current,34906.35,FL
927,2023-03-26,2399,77723.24,4.89,120,816.0,0.3393,Education,Current,28245.48,MD
928,2020-10-05,430,298910.24,7.12,84,772.0,0.3996,Business,Current,172656.4,NJ
929,2022-06-06,1211,22678.75,4.5,36,756.0,0.4583,Home Improvement,Current,33622.69,AZ
930,2021-01-05,2216,76646.2,15.92,60,641.0,0.4854,Home Improvement,Current,26680.82,CT
931,2021-12-21,2227,64562.5,12.66,36,508.0,0.5126,Home Improvement,Default,27073.43,PA
932,2024-02-11,459,44761.24,12.37,36,610.0,0.375,Auto,Current,103621.41,FL
933,2016-10-06,928,76362.8,4.96,60,772.0,0.3457,Home Improvement,Current,51347.9,PA
934,2018-06-16,79,13907.97,14.83,84,543.0,0.3012,Auto,Paid Off,263272.83,MA
935,2022-05-30,2454,32904.76,8.47,60,706.0,0.2911,Personal,Current,29619.87,WA
936,2025-04-29,1627,254213.27,10.73,60,682.0,0.4751,Business,Current,33004.55,PA
937,2017-02-25,33,10997.86,6.93,36,841.0,0.3334,Auto,Current,34652.83,MD
938,2023-12-20,907,36333.9,12.0,36,686.0,0.2589,Education,Current,26669.23,MI
939,2022-09-21,1125,19598.82,15.78,120,615.0,0.131,Auto,Paid Off,159956.16,FL
940,2019-10-29,1430,5091.87,16.01,120,545.0,0.2579,Personal,Delinquent,32195.77,WA
941,2021-10-29,2266,73549.0,12.95,60,657.0,0.2889,Home Improvement,Current,27879.6,WA
942,2022-08-17,381,9738.56,14.75,120,596.0,0.0973,Education,Delinquent,358737.16,DE
943,2020-11-29,227,37655.69,18.17,36,607.0,0.364,Personal,Current,29254.55,NJ
944,2016-05-23,1405,34908.38,8.92,84,747.0,0.312,Personal,Current,34670.98,Florida
945,2023-07-01,1227,50530.66,10.9,36,690.0,0.4276,Home Improvement,Current,37385.14,CT
946,2021-11-21,716,12261.71,9.7,60,744.0,0.5349,Auto,Paid Off,29414.19,DE
947,2021-06-19,1369,47907.95,16.55,84,606.0,0.4439,Education,Paid Off,33833.11,NC
948,2022-11-27,687,85934.18,9.11,36,701.0,0.1923,Business,Paid Off,24643.97,NJ
949,2019-06-24,2154,20981.47,8.58,60,733.0,0.4388,Home Improvement,Paid Off,390686.15,NY
950,2017-03-03,1557,43587.0,12.98,84,632.0,0.1125,Home Improvement,Current,33068.52,GA
951,2020-10-13,306,26892.51,12.71,84,614.0,0.1069,Personal,Delinquent,57388.52,PA
952,2020-05-19,210,11429.56,10.28,36,683.0,0.2432,Home Improvement,Paid Off,31009.84,MA
953,2021-01-20,2176,27750.73,18.79,84,613.0,0.2506,Personal,Paid Off,47198.53,PA
954,2018-03-06,2397,47403.25,9.06,36,712.0,0.4679,Education,Paid Off,40621.75,NJ
955,2019-08-19,2503,30002.67,19.65,36,646.0,0.1195,Personal,Current,38173.53,NY
956,2024-06-17,1104,49467.27,12.3,84,680.0,0.2579,Personal,Paid Off,37580.35,PA
957,2020-11-07,1985,43045.46,17.4,60,639.0,0.4415,Education,Current,132538.41,IL
958,2016-10-04,1713,13739.98,16.37,60,625.0,0.1689,Home Improvement,Current,521110.6,NJ
959,2021-06-11,1214,67916.84,16.62,120,594.0,0.4172,Home Improvement,Current,47754.75,WA
960,2017-02-24,1561,33426.61,11.25,60,665.0,0.1146,Home Improvement,Paid Off,27510.74,PA
961,2018-11-21,1002,237894.8,9.44,60,674.0,0.3568,Business,Paid Off,282904.27,WA
962,2021-03-22,1458,31415.46,8.58,36,710.0,0.5477,Personal,Current,420860.31,TX
963,2023-10-10,192,65304.11,12.34,60,646.0,0.2566,Home Improvement,Default,33681.47,OH
964,2023-01-04,1353,45813.3,19.19,84,581.0,0.3825,Auto,Current,427704.18,NJ
965,2018-05-14,1387,33496.11,13.03,60,668.0,0.0931,Personal,Paid Off,36048.07,NC
966,2019-03-17,2482,51296.8,17.91,120,583.0,0.363,Auto,Delinquent,38808.24,CA
967,2016-06-15,484,24899.09,7.85,84,747.0,0.4638,Personal,Paid Off,31024.22,MN
968,2022-03-08,2408,160308.25,10.09,36,657.0,0.4197,Business,Current,515780.96,NJ
969,2018-07-18,916,53001.03,6.07,60,757.0,0.1003,Home Improvement,Current,32055.26,NY
970,2019-07-27,1502,40462.67,15.67,60,560.0,0.2447,Auto,Default,264061.53,PA
971,2023-05-30,278,13981.62,16.57,60,605.0,0.4172,Home Improvement,Current,62014.26,MI
972,2019-03-09,1049,21286.09,12.18,60,687.0,0.3759,Home Improvement,Current,36936.25,PA
973,2018-07-12,222,53148.94,18.6,120,595.0,0.5162,Auto,Current,40598.95,TX
974,2024-03-20,2317,13535.69,6.81,120,741.0,0.489,Auto,Delinquent,28996.39,VA
975,2018-09-08,572,18696.72,19.36,84,621.0,0.4692,Home Improvement,Paid Off,31608.02,PA
976,2019-10-05,412,29541.15,5.56,36,835.0,0.5402,Home Improvement,Paid Off,37120.09,NJ
977,2023-02-27,2481,69756.71,10.89,84,689.0,0.237,Home Improvement,Current,588503.1,NY
978,2021-11-19,999,39945.32,8.59,36,712.0,0.1752,Personal,Delinquent,47171.42,NJ
979,2019-06-02,994,49416.55,13.47,60,679.0,0.4752,Personal,Current,27507.93,PA
980,2021-01-17,586,26509.2,17.65,60,501.0,0.2995,Auto,Delinquent,218508.14,OH
981,2021-07-09,1894,37412.93,6.48,84,800.0,0.3921,Personal,Current,409398.41,VA
982,2020-02-03,1448,57524.73,15.44,60,629.0,0.4807,Education,Current,43563.52,FL
983,2024-02-05,2519,35795.93,9.98,120,721.0,0.5455,Auto,Current,31483.83,FL
984,2018-04-25,1646,6896.26,9.16,36,732.0,0.4866,Personal,Current,31249.91,AZ
985,2016-12-29,675,94346.15,16.83,84,637.0,0.0832,Education,Current,57914.6,MA
986,2021-09-24,1212,48459.23,13.44,60,594.0,0.2027,Personal,Delinquent,38142.31,FL
987,2021-07-09,856,30498.77,8.18,60,701.0,0.1646,Auto,Paid Off,27130.74,FL
988,2024-01-09,448,33610.83,8.33,60,744.0,0.0858,Auto,Current,611261.39,NJ
989,2019-03-24,1026,40855.81,9.05,84,698.0,0.3329,Auto,Current,28243.7,PA
990,2018-10-07,1195,70047.58,20.54,60,643.0,0.3846,Education,Paid Off,34105.64,WA
991,2017-09-23,223,479845.18,12.22,60,666.0,0.2799,Business,Current,490253.5,Pennsylvania
992,2020-05-03,2127,59459.61,9.7,36,668.0,0.3867,Home Improvement,Current,30714.85,PA
993,2018-05-14,2248,21506.35,4.51,36,785.0,0.419,Personal,Current,538826.83,CA
994,2024-11-03,1673,20649.21,17.74,84,620.0,0.2916,Auto,Current,33481.2,CA
995,2024-07-22,1599,49671.36,11.49,84,691.0,0.3531,Personal,Current,25113.9,NC
996,2017-04-08,1765,11605.58,12.03,84,689.0,0.4648,Personal,Current,310283.82,NY
997,2018-02-13,46,13941.25,20.49,84,587.0,0.273,Education,Paid Off,24412.03,TX
998,2024-12-26,2212,308279.4,7.52,60,710.0,0.4372,Business,Default,480587.98,TX
999,2018-07-12,1076,78674.89,7.04,60,747.0,0.5398,Home Improvement,Paid Off,28795.93,IL
1000,2022-01-22,962,199098.59,13.74,60,533.0,0.4702,Business,Current,32857.72,PA
1001,2020-04-21,295,34667.94,13.9,36,617.0,0.3891,Home Improvement,Current,33598.43,CT
1002,2021-01-17,1194,67258.33,7.97,36,703.0,0.4502,Home Improvement,Current,30636.16,OH
1003,2022-09-29,989,46732.01,6.56,36,702.0,0.465,Auto,Current,75470.11,PA
1004,2018-10-29,589,38158.13,6.05,60,773.0,0.1105,Personal,Current,41120.07,PA
1005,2020-07-05,2258,17234.9,18.54,120,610.0,0.3437,Home Improvement,Delinquent,40775.42,NY
1006,2020-06-16,258,30640.81,12.2,120,683.0,0.3209,Personal,Current,27490.27,MA
1007,2023-11-24,1837,314181.15,8.66,120,,0.4866,Business,Delinquent,381070.87,AZ
1008,2019-04-18,1304,25254.3,11.4,84,696.0,0.4276,Home Improvement,Paid Off,27757.55,MN
1009,2021-06-14,927,55520.51,12.45,36,593.0,0.0924,Auto,Current,30781.26,NJ
1010,2019-02-18,2479,34370.06,15.6,120,632.0,0.365,Auto,Current,31382.06,NY
1011,2024-02-10,1567,16207.6,5.83,36,766.0,0.5215,Home Improvement,Current,395489.03,NJ
1012,2020-07-26,437,84722.12,12.98,60,687.0,0.1835,Education,Current,52507.11,NJ
1013,2022-07-31,2402,12140.44,6.78,60,765.0,0.4741,Personal,Current,34891.16,NJ
1014,2021-10-22,1763,42941.39,8.54,84,702.0,0.3562,Personal,Current,60791.71,MI
1015,2022-02-12,394,59736.91,7.47,84,757.0,0.112,Home Improvement,Current,54392.72,NJ
1016,2017-02-02,426,41710.05,15.34,60,561.0,0.2108,Auto,Paid Off,29890.55,CO
1017,2023-12-19,535,44578.85,17.77,36,593.0,0.3487,Personal,Current,38975.51,PA
1018,2021-05-04,31,10087.44,10.56,60,693.0,0.4629,Education,Delinquent,446151.38,DE
1019,2017-12-15,1011,55388.12,10.06,36,,0.1116,Education,Paid Off,29096.14,MA
1020,2021-02-01,1334,475185.78,11.52,60,,0.2997,Business,Current,34446.19,PA
1021,2025-05-06,2103,58838.96,7.94,36,739.0,0.103,Home Improvement,Current,28828.96,MD
1022,2024-02-29,1030,17968.01,13.01,36,674.0,0.1723,Home Improvement,Delinquent,34768.29,MN
1023,2023-12-18,747,24682.24,7.41,36,742.0,0.1439,Education,Paid Off,24116.68,CA
1024,2017-11-01,1799,41518.31,16.33,60,634.0,0.4044,Personal,Paid Off,31463.26,GA
1025,2023-06-09,1607,52461.15,17.08,84,610.0,0.3934,Education,Current,26451.31,MA
1026,2024-06-21,1305,22448.88,7.33,84,845.0,0.3279,Personal,Current,26504.97,VA
1027,2022-07-31,1751,25700.08,10.71,84,693.0,0.242,Personal,Current,120363.03,PA
1028,2016-08-19,2235,11049.21,11.32,84,688.0,0.4767,Personal,Delinquent,645475.22,OH
1029,2015-11-09,1454,43529.93,15.76,84,601.0,0.3941,Auto,Current,35750.23,NJ
1030,2021-07-19,557,106576.76,15.35,36,587.0,0.4044,Business,Current,263931.85,TX
1031,2022-03-02,1510,37231.22,9.54,36,717.0,0.2971,Home Improvement,Current,32227.47,GA
1032,2019-10-04,1993,406175.97,15.04,36,620.0,0.4669,Business,Current,32470.62,CA
1033,2018-08-08,2252,43934.76,5.97,60,815.0,0.48,Auto,Current,25767.07,NC
1034,2015-04-06,571,29922.77,9.45,120,694.0,0.4489,Auto,Current,344360.15,FL
1035,2022-12-20,353,18437.4,5.77,36,793.0,0.1198,Home Improvement,Current,321599.31,FL
1036,2020-03-27,92,42203.77,15.19,84,648.0,0.3954,Personal,Delinquent,32907.23,CT
1037,2022-08-26,2128,12303.77,4.64,60,750.0,0.2981,Education,Current,37775.04,PA
1038,2023-08-29,1079,39923.85,12.01,84,683.0,0.4079,Auto,Current,34532.44,TX
1039,2023-02-14,1057,55053.92,19.16,60,639.0,0.3181,Education,Current,364849.26,VA
1040,2018-08-12,1944,28743.26,19.39,120,588.0,0.494,Home Improvement,Paid Off,254927.6,TX
1041,2023-03-21,2105,8479.94,13.87,84,627.0,0.1273,Education,Current,45954.8,AZ
1042,2018-12-10,349,42698.47,5.41,36,764.0,0.3447,Personal,Current,30407.66,AZ
1043,2018-04-12,2024,34494.87,13.17,120,693.0,0.2806,Education,Current,42446.84,GA
1044,2023-03-12,1901,52143.59,6.81,120,734.0,0.3883,Home Improvement,Paid Off,29750.28,MI
1045,2024-03-26,1489,51734.11,4.65,84,754.0,0.4256,Business,Current,326524.49,TX
1046,2021-08-21,1048,50241.05,8.69,120,722.0,0.5071,Education,Current,37286.92,MI
1047,2023-03-06,2394,21433.95,15.95,60,633.0,0.2238,Home Improvement,Current,345555.39,NC
1048,2023-03-26,2380,194697.15,11.74,60,,0.0932,Business,Paid Off,490969.18,MA
1049,2022-07-04,2091,30709.75,13.32,84,625.0,0.3107,Home Improvement,Paid Off,285175.82,MD
1050,2019-09-15,454,26762.65,9.02,120,703.0,0.1751,Personal,Current,24621.86,VA
1051,2021-08-22,914,36626.29,13.21,36,587.0,0.2294,Education,Paid Off,145574.32,CO
1052,2018-05-30,1707,25743.52,16.76,84,603.0,0.3595,Home Improvement,Current,24992.15,PA
1053,2019-08-11,38,35352.54,9.86,84,732.0,0.2635,Personal,Current,50093.37,PA
1054,2024-11-28,975,73266.38,15.86,120,583.0,0.4551,Home Improvement,Default,47167.09,NC
1055,2016-08-24,1790,414656.23,9.15,36,744.0,0.4023,Business,Paid Off,468291.28,CA
1056,2022-09-18,1407,26409.4,7.25,84,714.0,0.5455,Home Improvement,Paid Off,637740.9,NJ
1057,2022-01-11,40,39080.5,18.93,84,627.0,0.4642,Auto,Paid Off,36029.58,PA
1058,2023-11-19,1274,38471.82,12.17,84,681.0,0.1502,Auto,Current,57553.99,MI
1059,2016-12-06,170,63095.31,8.19,120,714.0,0.2464,Home Improvement,Paid Off,242912.23,IL
1060,2021-09-03,2076,14430.44,14.18,120,643.0,0.4635,Auto,Paid Off,35622.54,NY
1061,2016-10-09,1114,33055.11,18.09,36,606.0,0.4768,Auto,Delinquent,31695.69,MD
1062,2019-06-21,1356,15365.68,9.45,36,689.0,0.5363,Personal,Paid Off,102792.72,CA
1063,2019-12-21,635,61276.25,16.46,36,587.0,0.2531,Home Improvement,Delinquent,39367.46,PA
1064,2023-09-10,1642,311784.4,17.01,60,554.0,0.1929,Business,Current,49049.81,NJ
1065,2022-09-20,580,9398.1,6.88,60,719.0,0.5159,Personal,Paid Off,30534.45,California
1066,2018-10-15,1577,55360.35,19.04,60,586.0,0.4719,Auto,Current,52376.14,PA
1067,2023-01-17,893,39305.39,19.56,60,598.0,0.5189,Personal,Paid Off,343014.63,FL
1068,2018-01-10,781,72438.33,9.09,60,,0.3916,Home Improvement,Current,26928.64,TX
1069,2016-09-18,160,13503.75,14.55,120,639.0,0.4546,Auto,Current,44861.19,OH
1070,2023-10-13,1270,66610.54,16.32,36,584.0,0.4234,Home Improvement,Current,29183.02,PA
1071,2022-07-26,1186,14881.79,13.38,36,607.0,0.4477,Home Improvement,Delinquent,38329.9,NJ
1072,2022-10-21,62,52013.92,9.48,120,740.0,0.3666,Home Improvement,Current,35897.51,FL
1073,2019-09-22,850,61783.67,7.0,60,731.0,0.2453,Home Improvement,Paid Off,36441.88,NJ
1074,2024-05-22,2472,178268.85,17.98,60,604.0,0.1029,Business,Paid Off,30717.46,AZ
1075,2023-05-16,2435,71640.92,9.62,60,694.0,0.2478,Home Improvement,Current,33903.66,TX
1076,2023-02-01,1044,11471.98,10.69,60,679.0,0.2795,Auto,Current,34668.02,New York
1077,2019-01-21,1386,46430.81,19.36,84,590.0,0.4311,Auto,Current,39786.74,CT
1078,2024-08-02,1423,59035.65,7.68,36,723.0,0.4933,Auto,Current,535756.19,MN
1079,2024-09-29,1071,475623.05,9.11,36,681.0,0.4196,Business,Current,39630.65,NY
1080,2015-09-24,54,27784.26,12.52,60,504.0,0.2756,Home Improvement,Current,32057.99,NY
1081,2025-02-20,1588,259427.24,10.54,36,654.0,0.3023,Business,Paid Off,59130.8,VA
1082,2016-12-14,506,224961.62,17.31,84,574.0,0.2507,Business,Delinquent,31818.23,TX
1083,2016-10-30,753,22565.29,12.28,120,525.0,0.1367,Home Improvement,Delinquent,32663.24,MA
1084,2018-03-10,1419,56623.03,9.98,84,706.0,0.1414,Auto,Current,328424.88,DE
1085,2023-08-02,1463,50582.83,18.48,120,603.0,0.1331,Auto,Current,424949.61,MA
1086,2018-02-08,1438,79402.04,17.99,120,552.0,0.4217,Home Improvement,Current,50754.45,MD
1087,2022-08-15,1091,59466.79,11.64,120,697.0,0.2032,Home Improvement,Delinquent,36667.74,NY
1088,2022-08-07,2135,21479.17,8.43,84,703.0,0.2912,Personal,Paid Off,56602.81,CA
1089,2018-09-25,772,42728.26,7.23,60,712.0,0.5408,Business,Current,333305.9,NJ
1090,2018-03-18,2363,44203.1,12.81,60,651.0,0.3146,Auto,Current,41059.9,NC
1091,2019-02-28,2257,42540.67,10.81,36,676.0,0.3654,Education,Paid Off,598932.08,MA
1092,2022-06-24,1086,37715.31,5.87,84,753.0,0.2557,Auto,Paid Off,45402.81,DE
1093,2017-07-10,2141,14533.77,8.32,36,708.0,0.5429,Personal,Delinquent,30584.67,NC
1094,2018-06-04,1224,21426.82,16.3,84,594.0,0.5164,Auto,Delinquent,565222.14,Pennsylvania
1095,2022-08-24,1180,41591.1,10.39,36,692.0,0.3933,Personal,Current,45093.93,AZ
1096,2023-08-06,1404,60632.95,12.88,120,520.0,0.5242,Home Improvement,Default,92867.63,PA
1097,2021-01-19,1400,48840.11,13.93,36,572.0,0.3877,Home Improvement,Paid Off,28019.62,NJ
1098,2020-05-04,1271,17280.27,5.11,60,791.0,0.2242,Personal,Current,205270.97,OH
1099,2019-08-11,964,12878.43,19.14,60,636.0,0.3324,Auto,Paid Off,90387.48,FL
1100,2019-08-31,1191,210065.6,14.54,60,555.0,0.2552,Business,Paid Off,31259.09,NJ
1101,2025-05-27,399,393590.91,8.34,84,710.0,0.3641,Business,Current,36671.66,NJ
1102,2022-11-24,585,52217.54,18.95,36,581.0,0.3574,Home Improvement,Current,35852.22,OH
1103,2019-05-17,949,10607.39,12.53,36,649.0,0.4333,Home Improvement,Current,30747.76,NJ
1104,2021-09-28,705,64026.87,12.27,60,528.0,0.1634,Home Improvement,Default,28596.35,MA
1105,2017-02-13,432,248389.35,9.36,60,652.0,0.148,Business,Current,29991.7,NJ
1106,2022-02-26,293,214972.84,14.01,36,504.0,0.097,Business,Default,56346.02,NY
1107,2022-10-16,1902,339201.83,9.71,60,681.0,0.1177,Business,Current,37050.03,Florida
1108,2025-08-28,2418,25559.1,14.76,60,596.0,0.1741,Auto,Paid Off,31000.52,AZ
1109,2018-11-09,1568,96003.65,9.78,60,721.0,0.4076,Education,Current,45891.76,DE
1110,2023-03-03,3,4214.79,9.95,84,713.0,0.4993,Personal,Current,217904.66,FL
1111,2022-07-21,577,38531.45,11.21,60,687.0,0.2801,Auto,Current,438142.6,WA
1112,2021-02-04,1916,58703.45,13.86,120,,0.3516,Home Improvement,Paid Off,27084.54,NY
1113,2017-12-07,340,16680.98,14.5,36,624.0,0.1499,Personal,Current,24062.95,NJ
1114,2022-05-23,1724,71735.05,10.97,84,663.0,0.4606,Home Improvement,Paid Off,417934.92,NJ
1115,2023-01-09,926,60033.01,11.56,84,693.0,0.1326,Education,Current,29250.1,PA
1116,2021-07-15,266,49157.32,20.66,60,636.0,0.1219,Education,Current,36493.81,MD
1117,2021-01-08,377,324077.93,5.74,60,757.0,0.2775,Business,Paid Off,513029.04,CA
1118,2024-09-16,272,91893.31,20.91,84,608.0,0.3551,Education,Paid Off,428908.19,PA
1119,2018-06-22,697,12247.73,15.72,60,516.0,0.1689,Home Improvement,Delinquent,83571.64,OH
1120,2022-12-20,1663,59234.12,15.49,84,559.0,0.2537,Auto,Delinquent,169958.63,PA
1121,2022-05-01,245,39786.51,6.04,36,760.0,0.3988,Auto,Current,28838.93,NJ
1122,2024-03-15,1923,70637.06,11.23,120,677.0,0.1801,Home Improvement,Delinquent,34719.05,PA
1123,2018-07-03,477,71748.73,5.08,84,846.0,0.1159,Education,Delinquent,28493.35,VA
1124,2024-01-08,2155,42263.16,12.9,120,626.0,0.4394,Home Improvement,Current,46398.22,PA
1125,2019-04-26,1230,54523.58,8.62,60,718.0,0.3048,Home Improvement,Current,43698.36,AZ
1126,2015-11-01,1322,54385.84,15.4,84,610.0,0.1819,Auto,Paid Off,427684.9,VA
1127,2016-11-03,1200,33003.54,9.65,84,691.0,0.2308,Home Improvement,Delinquent,47342.87,NY
1128,2022-11-30,1338,76199.56,4.97,60,760.0,0.2649,Home Improvement,Current,150475.91,PA
1129,2019-05-12,251,74801.05,6.83,36,750.0,0.1423,Home Improvement,Current,86467.14,GA
1130,2023-11-21,414,29763.93,17.69,60,605.0,0.455,Auto,Current,538907.2,NJ
1131,2016-04-14,1745,34427.56,12.5,120,549.0,0.4201,Auto,Delinquent,45024.47,NY
1132,2021-06-29,1695,5194.04,9.41,84,,0.3044,Personal,Paid Off,205892.38,DE
1133,2021-12-30,311,24433.7,7.37,60,724.0,0.1891,Home Improvement,Paid Off,161087.92,NJ
1134,2024-01-12,894,48223.57,9.58,36,663.0,0.2348,Personal,Current,128136.32,NJ
1135,2021-10-08,1132,42932.8,20.07,120,592.0,0.2358,Home Improvement,Current,514644.91,TX
1136,2024-03-03,2447,468795.13,14.58,36,618.0,0.2791,Business,Current,52224.3,NJ
1137,2020-07-04,16,41697.49,15.35,84,598.0,0.1607,Home Improvement,Current,33115.26,CT
1138,2018-01-30,722,43475.33,12.35,84,689.0,0.1438,Home Improvement,Current,38244.15,New Jersey
1139,2019-10-13,2213,19525.98,16.06,60,587.0,0.3975,Home Improvement,Current,30005.72,CO
1140,2022-09-09,982,252440.35,19.63,36,516.0,0.4445,Business,Delinquent,34871.3,NY
1141,2022-11-24,2126,19770.87,20.58,120,606.0,0.5294,Auto,Current,34508.81,NJ
1142,2020-05-09,2025,23274.18,13.66,84,555.0,0.1992,Auto,Current,37376.24,PA
